newsletter,wine_name,vendor_description,score,review,price
August 2017 Newsletter,Castello di Volpaia Chianti Classico Riserva 2013,"""Tre Bicchieri"" - Gambero Rosso","['91', '93', '92', '92']","(10/2016) ""Succulent dark cherry, plum, lavender, menthol and French oak are very nicely delineated in the 2013 Chianti Classico Riserva. There is lovely depth and juiciness to the fruit, but the Riserva remains very much medium in body. A wine of restraint and polish, the 2013 Riserva is superimpressive today. Drink it over the next 10-15 years. Drinking window: 2016 - 2028.""",25.99
August 2017 Newsletter,"Terlan ""Terlaner"" Alto Adige Pinot Bianco/Chardonnay/Sauvignon Blanc 2016",,"['92', '92']","(8/2017) We were lucky to visit Terlan's steep-sloped, high-elevation vineyards earlier this year. Their entire lineup of wines is strong, and this flagship ""Terlaner"" really shocked us. A blend of 60% Pinot Bianco, 20% Chardonnay and 10% Sauvignon Blanc, it drinks somewhat like an upper-tier Grüner Veltliner, giving intense minerality and subtle white pepper tones followed by red apple, nectarine, and blood orange flavors. The texture and weight alone make it worth the price. Aged on its lees in tank for six months, this dry white will age nicely for 3-5 years or longer.",23.99
August 2017 Newsletter,Chateau Cote de Baleau St.-Emilion 2012,,"['90', '90', '90']","(7/2015) ""Iron, smoke, savory herb, dried rose petal, mint and fennel are some of the notes that emerge from the 2012 Côte de Baleau. There is good depth in the glass, even if some slightly angular contours remain. The perfumed, aromatic finish adds to the wine's near-term appeal. This is the last wine made by Sophie Fourcade before she sold her three estates (including Clos St. Martin and Les Grandes Murailles) to the Cuvelier family, who also own Clos Fourtet, which lies adjacent to Les Grandes Murailles. Drinking window: 2016 - 2025.""",23.99
August 2017 Newsletter,"Desparada ""Fragment"" Santa Barbara Unfiltered Sauvignon Blanc 2016","Vailia from Desparada bottles two versions of her ""Fragment"" Sauvignon Blanc. This is the rare ""Unfiltered"" bottling, with less than 200 cases produced. It's wonderfully cloudy in the glass with loads of character!","['91', '91']","(8/2017) For the second year in a row, California's drought had a positive affect on the Fragment Sauvignon Blanc, making a wine with explosive and rich flavors. Bright and clean floral, citrus and tropical aromas lead the way, followed by dense, palate-coating flavors of pineapple and peach plus a tiny note of green herbs on the finish. Great concentration and balance here.",21.99
August 2017 Newsletter,Uccelliera Rosso di Montalcino 2015,,['90'],"(6/15/2017) ""Dense, with beefy tannins backing the cherry, leather and earth flavors. The firm yet juicy finish shows tobacco and iron accents. Drink now through 2020. 2,000 cases made.""",21.79
August 2017 Newsletter,Roederer Estate Anderson Valley Brut NV,This longtime Vin Chicago favorite just received its highest-ever rating from Wine Spectator!,['92'],"(8/31/2017) ""A voluptuous and expressive sparkler, with floral red apple, brioche and cinnamon spice aromas and rich, vibrant flavors that finish on a luxurious note. Drink now through 2018.""",19.99
August 2017 Newsletter,"Domaine Francois Pinon ""Les Trois Argiles"" Vouvray 2015",,['92'],"(7/20/2017) ""Enticing, with ginger, Bosc pear, green melon and fig fruit flavors that show a rich edge but stay racy and defined. Ends with a streak of verbena. Drink now through 2027. 630 cases imported.""",19.79
August 2017 Newsletter,"Newton ""Skyside"" Sonoma County Chardonnay 2016","Just arrived! This is the new branding for Newton's ""Red Label"" bottling. Always delicious!",[],"(7/20/2017) ""Enticing, with ginger, Bosc pear, green melon and fig fruit flavors that show a rich edge but stay racy and defined. Ends with a streak of verbena. Drink now through 2027. 630 cases imported.""",18.99
August 2017 Newsletter,San Salvatore Campania Falanghina 2016,,['91'],"(8/2017) Once again, the team at San Salvatore has crushed it with their Falanghina. Plump and super expressive, this Southern Italian white explodes with yellow floral aromas and lime, white peach and crisp yellow apple flavors. The wine is rich and creamy in the mouth, with a briskness that makes it perfect for late summer/fall outdoor drinking. Try with soft shell crab, pesto covered pasta or all by itself.",18.99
August 2017 Newsletter,Chateau Maupague Sainte Victoire-Cotes de Provence Rose 2016,"Fleshy and full, this estate-grown Rosé from the prestigious SainteVictoire sub-appellation is a real beauty.",['90'],"(6/2017) ""Brilliant orange-pink. Pungent, mineral-accented red berries and blood orange aromas; a suave floral element gains power as the wine opens up. Juicy and expansive on the palate, showing appealingly sweet strawberry, tangerine and lavender flavors and seamless texture. Concentrated yet lithe, delivering strong closing thrust and a sexy floral echo. Drinking window: 2017 - 2019.""",18.99
August 2017 Newsletter,"Thomas Labaille ""L'Authentique"" Sancerre 2016",,['91'],"(8/2017) Louis/Dressner imports Thomas Labaille, one of our absolute favorite growers in Sancerre. ""l'Authentique"" is their entry bottling and it is aptly named, as it is produced without the use of cultured yeasts or enzymes. Though simpler than Labaille's higher end bottlings, it provides classic notes of crisp citrus and chalky minerality along with subtle ""green"" hints of grass and pepper, and a long, taut, delicious finish. The 2016 Sancerre vintage was a small crop, with strong quality. Drink now with shellfish, spicy Asian cuisine or all by itself!",18.99
August 2017 Newsletter,Seghesio Sonoma County Zinfandel 2015,,['90'],"(3/31/2017) ""This is loaded with zesty blackberry and raspberry fruit, offering a vibrant structure and appealing accents of toasted sage, white pepper and licorice. Drink now through 2027.""",18.99
August 2017 Newsletter,"Pali Wine Co. ""Riviera"" Sonoma Coast Pinot Noir 2015",,['90'],"(6/2017) ""Juicy and generous, featuring a rich, smooth core of plum and raspberry flavors, highlighted by zesty floral scents that accentuate the aroma and fruitiness. Agreeably supple, with easygoing tannins. Drink now through 2022.""",17.99
August 2017 Newsletter,"Venus la Universal ""Dido"" Montsant Blanco 2015","At other stores this complex Montsant white from Sara Perez and Rene Barbier goes for $22 to $25. At Vin Chicago, you'll pay less!",['90'],"(8/2017) This gorgeous blend of Macabeu (Viura), Garnacha Blanca and Cartoixa (Xarel-lo) has a beautifully fragrant, perfumed bouquet of citrus zest, golden delicious apple, fresh pear, white peach and nectarine. Medium in body, the texture is very soft and round due to aging in a combination of large clay vessels and large volume oak barrels for nine months prior to bottling. This elegant white drinks well above our crazy low price.",17.99
August 2017 Newsletter,"Arnaldo-Caprai ""Grecante"" Colli Martani Grechetto 2015","This crisp, delicious ""Top 100"" winner is back in stock!","['90', '90']","(8/31/2016) ""Thai basil and spice notes lace the creamy mix of Asian pear, white peach, stone and lemon zest in this well-knit white. Light- to medium-bodied and fresh, with a lingering, savory finish. Drink now through 2020.""",16.79
August 2017 Newsletter,"Ca' Viola ""Vilot"" Dolcetto d'Alba 2015",,"['91', '92']","(7/2017) ""A smooth, seamless version, this red evokes blackberry, plum and pomegranate fruit, backed by vibrant acidity. Elegant, lingering nicely on the saturated finish, where a touch of graphite emerges. Drink now through 2023. 1,500 cases made.""",Unlisted
August 2017 Newsletter,"Pasanau ""Ceps Nous"" Priorat 2014","Boasting ripe berry and oak on the nose, palate and finish, this is killer juice!","['90', '90']","(10/2016) ""The peppery and fresh 2014 Ceps Nous is a blend of 70% Garnacha, 21% Merlot and 9% Syrah from young vines produced in a fresh and fruit-driven style. It fermented in stainless steel and matured in used French oak barrels for some four to six months. It's 15.4% alcohol but quite juicy and balanced, and the alcohol is not noticeable, although it's clearly not a shy wine. Very good in its style. There are 25,000 bottles produced, of which half were bottled in May 2016.""",15.99
August 2017 Newsletter,Fattoria Moretto Grasparossa di Castelvetro Lambrusco Rosato  2015,A dry sparkling Rosé from Italy!,['90'],"(8/2017) This dry, easy-drinking Lambrusco Rose, imported by Kermit Lynch, is made in a delicate style with pretty flavors of strawberry and cherry along with pink floral notes. It's perfect for Sunday brunch or warm evenings on the deck with a plate of fruit, cheese and Prosciutto di Parma.",15.99
August 2017 Newsletter,Lucien Albrecht Alsace Gewurztraminer Reserve 2015,,"['88', '89']","(11/2016) ""Gentle notes of Damask rose seem to frame the generous, juicy peach fruit of this wine. The off-dry palate does not diminish this perfumed expression and instead boosts the fruit notes even more. Pithy grapefruit bitterness provides a welcome counterbalance. The finish is appetizing and aromatic.""",15.99
August 2017 Newsletter,Ravines Finger Lakes Dry Riesling 2015,"Great as always. Dry, dry, dry, with lemon, floral and apple flavors...","['90', '90', '90']","(2/28/2017) ""Still youthfully tight, this brims with tension as the long, minerally spine holds the core of yellow apple, star fruit and white peach flavors together. Shows serious cut and drive on the finish, with a mouthwatering echo of dried fennel seed. Best from 2018 through 2022. Smart Buy.""",15.79
August 2017 Newsletter,Quinta do Ameal Ponte de Lima Loureiro 2015,"Massive bang for buck on this 100% Loureiro from Portugal's Ponte de Lima sub-region. Believe it or not, we actually edited out a third of Wine Advocate's write-up to get it to fit. For best results, make sure to decant and don't serve too cold!",['94'],"(4/27/2017) ""This 2015 is astonishingly wonderful, gloriously fresh and alive. It is one of the more aromatic wines I've had from Ameal. It is fun to just smell in its youth, very floral and almost exotic. It is also remarkably powerful. If it seemed quite nice on the first day, then on the second day the big acidic core took over, a hint of herbs popped up and it became even more powerful. The fine tension on the finish allows the fruit to linger and grip the palate. The juicy finish can make you drool. Reasonable in body for the grape, which in some years is more on the ethereal side, it seems multilayered, transparent and bursting with controlled flavor. As good as it was on the first two days, it seemed like the essence of Loureiro on the third day. As much as I preferred the library versions this issue for drinking now, here is an example of how delicious and exciting they can be when young, too. In that regard, this is built to age and we might have to wait a few years to be sure how truly great it is. If you don't know top-end Vinho Verde and Ameal, you may be shocked at that. This will become more complex and (I suspect) flesh out over the next few years. It is, if anything, a bit too aggressive just now. You get this amazing value only because owner Pedro Araújo labors in Vinho Verde, where the top wines are undervalued. Take advantage. This is something you can buy a case (or two) of and likely drink happily over the next 15+ years. It will be something different and wonderful every time you come back to it.""",14.99
